DATE,HOUSE #,STREET,OVER FLOW,NOT OUT,NOT AT CURB,DETAILS,,
1/5/18,409,CARTA RD,,x,,,,
1/5/18,421,OAKHURST DR,,x,,,,
1/5/18,451,BRIDGE VIEW LN,x,,,,,
1/5/18,507,CHEROKEE BLVD,,x,,,,
1/5/18,520,BROADVIEW DR,,x,,,,
1/5/18,601,BALMORAL LN,,x,,,,
1/5/18,615,S BEAMAN ST,X,,,,,
1/5/18,701,HEINS CT,,x,,,,
1/5/18,712,WOODVIEW DR,,,,,,
1/5/18,725,E QUINCY AVE,,x,,,,
1/5/18,801,DEERY ST,,X,,,,
1/5/18,812,WHITEHALL RD ,,x,,,,
1/5/18,842,FREEMASON ST,x,,,,,
1/5/18,910,HAYSLOPE DR,,x,,,,
1/5/18,929,MARLBORO RD,x,,,,,
1/5/18,1004,PHILLIPS AVE,,x,,,,
1/5/18,1017,BARDILL LN,,x,,,,
1/5/18,1041,GRONER DR,,x,,,,
1/5/18,1108,LUTTRELL ST,,x,,2 cans blocked,,
1/5/18,1120,HARBIN RIDGE LN,,x,,,,
1/5/18,1200,ASHWOOD PL,,x,,,,
1/5/18,1213,WALCOT LN,,x,,,,
1/5/18,1245,HARBIN RIDGE LN,,x,,,,
1/5/18,1310,BARCLAY HEIGHTS LN,,x,,,,
1/5/18,1326,BEAUMONT AVE,x,,,,,
1/5/18,1409,FRANCIS STATION DR,x,,,,,
1/5/18,1427,HARVEY ST ,x,,,,,
1/5/18,1512,BRANSON AVE,,x,,,,
1/5/18,1538,CLAIBORNE PL,,x,,,,
1/5/18,1613,HELMBOLT RD,x ,,,,,
1/5/18,1636,EDGEWOOD AVE,,,,construction material ,,
1/5/18,1708,COKER AVE,,x,,,,
1/5/18,1721,FERD HICKEY RD,,x ,,,,
1/5/18,1801,HAZEN ST,,x,,,,
1/5/18,1831,ISLAND HOME AVE,,x ,,,,
1/5/18,1910,BEAUMONT AVE,,x ,,,,
1/5/18,1929,FAIRMONT BLVD,x,,,,,
1/5/18,2005,CLINCH AVE,x,,,paint ,,
1/5/18,2020,ATCHLEY ST,x ,,,boxes ,,
1/5/18,2100,JONES ST,,x,,,,
1/5/18,2115,ISLAND HOME BLVD,,x ,,,,
1/5/18,2150,WOODS-SMITH RD,,x,,,,
1/5/18,2213,DEERWOOD RD,x ,,,,,
1/5/18,2237,HILLSBORO HTS,,x ,,,,
1/5/18,2307,SYLVANIA ST,,x ,,,,
1/5/18,2321,BRADFORD ST,x ,,,,,
1/5/18,2400,N PARK BLVD,x ,,,"mattress, bedframes, dresser ",,
1/5/18,2421,ABBEY RD,,x,,,,
1/5/18,2460 ,BRIERBROOK LN ,,x,,,,
1/5/18,2516 ,MAPLE DR ,,x,,,,
1/5/18,2600,KNOTT RD,x ,,,,,
1/5/18,2626,KNOB CREEK LN,x ,,,,,
1/5/18,2714,CHILLICOTHE ST,x ,,,trash on ground ,,
1/5/18,2807,WASHINGTON PK,x ,,,personal can ,,
1/5/18,2837,ADDISON DR,x ,,,,,
1/5/18,2912,HACKMAN ST,,x ,,,,
1/5/18,2938,WALKUP DR ,,x ,,,,
1/5/18,3023,SPRINGTIME WAY,x ,,,ex personal cans,,
1/5/18,3106,CLEARVIEW ST,,x ,,,,
1/5/18,3119,JOYCE AVE,,x,,,,
1/5/18,3203,CROSS VALLEY RD,,x ,,,,
1/5/18,3224,SWEET PINE WAY,,x,,,,
1/5/18,3311,ELLIS ST,,x,,,,
1/5/18,3350,ORLANDO ST,,x,,,,
1/5/18,3420,LUWANA RD,x,,,2 city cans,,
1/5/18,3510,BELLEVIEW RD,,x,,,,
1/5/18,3610,LILAC AVE,,x,,,,
1/5/18,3710,S HAVEN RD,,x,,,,
1/5/18,3809,CATE AVE,,x,,,,
1/5/18,3858,DELLWOOD DR,,x,,,,
1/5/18,3927,BRIARGATE AVE,,x,,A&B,,
1/5/18,4016,WAYNE DR,,,x,,,
1/5/18,4106,ABERCORN RD,,x ,,,,
1/5/18,4137,LARIGO DR,,x,,,,
1/5/18,4210,VALLEY VIEW DR,x ,,,,,
1/5/18,4265,HOLLOWAY DR,,x,,,,
1/5/18,4311,DAVRON LN,x ,,,reloaded toter ,,
1/5/18,4346,LARIGO DR,x,,,,,
1/5/18,4412,LARIGO DR,x,,,couch,,
1/5/18,4504,PLUMMER RD,x ,,,,,
1/5/18,4600,GREENDALE RD,,x,,,,
1/5/18,4622,PECANWOOD WAY,,x,,,,
1/5/18,4717,GREEN MEADOW LN,,x,,,,
1/5/18,4810,HILLDALE DR,,x,,,,
1/5/18,4908,LOWE RD,,x,,,,
1/5/18,5001,FLEETWOOD DR,,x,,,,
1/5/18,5028,HEDGEWOOD RD,,,x,,,
1/5/18,5118,DOVEWOOD WAY ,,x,,,,
1/5/18,5212,CLAIRIDGE RD,,x,,,,
1/5/18,5304,CHAPMAN HWY,,x,,,,
1/5/18,5333,GAINESWOOD RD,,x,,,,
1/5/18,5412,PALMETTO RD,,x,,,,
1/5/18,5501,GREENCREST RD,,x,,,,
1/5/18,5516,TIMBERCREST TRL,,x,,,,
1/5/18,5609,MALMSBURY RD,,x,,,,
1/5/18,5659,MATLOCK DR,,,,personal can,,
1/5/18,5712,BALL CAMP PIKE,,x,,personal can ,,
1/5/18,5804,ROCKWOOD LN,,x,,,,
1/5/18,5836,METROPOLITAN WAY,x,,,buckets of paint,,
1/5/18,5916,GREEN VALLEY DR,,x,,,,
1/5/18,5981,KATRINA LN,,x,,,,
1/5/18,6024,LILYWOOD LN,,x,,,,
1/5/18,6116,KIRBURY LN,,x,,,,
1/5/18,6305,CROWN HILL DR,,x,,,,
1/5/18,6512,DEANE HILL DR,x,,,,,
1/5/18,6705,WESTLAND DR,,x,,,,
1/5/18,6842,DORCHESTER DR,x,,,,,
1/5/18,7013,NUBBIN RIDGE DR,,x,,,,
1/5/18,7115,LAVENDER LN,x,,,sofa,,
1/5/18,7227,WINCHESTER DR,,x,,,,
1/5/18,7343,KENNON PARK LN,,x,,,,
1/5/18,7524,KERRI WAY,,x,,,,
1/5/18,7717,LUXMORE DR,,x,,,,
1/5/18,7914,GLEASON DR,,X,,,,
1/5/18,8030,ELLISVILLE LN,,,,move out,,
1/5/18,8301,ALEXANDER CAVET DR,,x,,,,
1/5/18,2427 UNIT 3,Parkway Dr,,x,,,,
1/6/18,100,WESTWOOD RD,,x,,,,
1/6/18,113,INDIAN RD,,x,,,,
1/6/18,125,MAXEY ST,,x,,,,
1/6/18,201,CENTURY CT, , ,,,,
1/6/18,208,GEORGE BOUNDS RD,x,,,problem with can,,
1/6/18,216,N BELLEMEADE AVE,,x,,,,
1/6/18,227,E OKLAHOMA AVE,,x,,,,
1/6/18,301,BLACK OAK DR,,x,,,,
1/6/18,309,JAMEY ST,,x,,,,
1/6/18,317,GRATA RD,,x,,,,
1/6/18,366,NASH RD,,x,,,,
1/6/18,409,CHICKAMAUGA AVE,,x,,,,
1/6/18,421,OAKHURST DR,x,,,,,
1/6/18,452,CHICKAMAUGA AVE,,x,,,,
1/6/18,507,FOREST HILLS BLVD,,,,,,
1/6/18,520,CALTHORPE LN,x,,,,,
1/6/18,601,CASWELL AVE,,x,,,,
1/6/18,615,SCOTSWOOD CIR,X,,,,,
1/6/18,701,HEMLOCK RD,,x,,,,
1/6/18,712,AERONCA RD,,x,,,,
1/6/18,725,FREEMASON ST,,x,,,,
1/6/18,801,E COLUMBIA AVE,,X,,,,
1/6/18,812,BENNETT PL,,x,,,,
1/6/18,842,KLONDIKE WAY,,x,,,,
1/6/18,910,LUTTRELL ST,x,,,toilet and paint in toter,,
1/6/18,929,MAYNARD AVE,,x,,,,
1/6/18,1004,S CHILHOWEE DR,,x,,,,
1/6/18,1017,CEDARHILL RD,x,,,,,
1/6/18,1041,LEDGERWOOD AVE,,x,,,,
1/6/18,1108,MAGNET PL,x,,,,,
1/6/18,1120,HARVEY ST,x,,,,,
1/6/18,1200,BAKER AVE,,,,,,
1/6/18,1213,GLENOAKS DR,,x,,,,
1/6/18,1245,HARBIN RIDGE LN,x,,,,,
1/6/18,1310,BEAUMONT AVE,,x,,,,
1/6/18,1326,BROOKSIDE AVE,x,,,,,
1/6/18,1409,GLENOAKS DR,x ,,,,,
1/6/18,1427,KENYON ST,,x,,,,
1/6/18,1512,CECIL AVE,,x,,,,
1/6/18,1538,KENESAW AVE,,x,,,,
1/6/18,1613,LAZY LN,x ,,,,,
1/6/18,1636,LENLAND AVE,x ,,,,,
1/6/18,1708,EAST GLENWOOD AVE,,x,,,,
1/6/18,1721,GARDEN VIEW LN,,x,,,,
1/6/18,1801,HOWARD DR,,x,,,,
1/6/18,1831,MELROSE AVE,x ,,,,,
1/6/18,1910,DODSON AVE,,x ,,,,
1/6/18,1929,FAIRWOOD AVE,x,,,,,
1/6/18,2005,COUNTRYHILL LN,,x,,,,
1/6/18,2020,CLAY ST,x ,,,boxes ,,
1/6/18,2100,LAWSON AVE,,x,,,,
1/6/18,2115,LINCOLN ST,x ,,,,,
1/6/18,2150,MAPLEWOOD DR,,x,,,,
1/6/18,2213,HIGHLAND DR,,x ,,,,
1/6/18,2237,ISLAND HOME BLVD,,x ,,,,
1/6/18,2307,TECOMA DR ,,x ,,,,
1/6/18,2321,CAPRI DR,x ,,,ex personal can ,,
1/6/18,2401,CAPRI DR,,x ,,,,
1/6/18,2421,ADAIR AVE,,x,,,,
1/6/18,2460,BRIERBROOK LN,,x,,,,
1/6/18,2517,BELMONT HEIGHTS AVE,,x,,,,
1/6/18,2600,LESA LN ,,,,broken toter ,,
1/6/18,2627,FAIRVIEW ST,x,x ,,2 personal cans,,
1/6/18,2714,GREENWAY DR,,,,one toter needs swap. Busted bad,,
1/6/18,2807,BROWNING AVE,x,,,trash on ground ,,
1/6/18,2837,CONNER DR,x ,,,sofa ,,
1/6/18,2912,KENILWORTH LN,x,,,,,
1/6/18,2939,TECOMA DR,x ,,,sofa set ,,
1/6/18,3023,SPRINGTIME WAY,x ,,,,,
1/6/18,3106,CROSS VALLEY RD,,x ,,,,
1/6/18,3119,LAFAYETTE RD,,x,,,,
1/6/18,3203,CURTIS LN,,x ,,,,
1/6/18,3224,CULPEPPER RD,x ,,,boxes ,,
1/6/18,3311,FAIRWAY RD,,x ,,,,
1/6/18,3351,COFFMAN DR,,x,,,,
1/6/18,3420,OAK GROVE ST,,,,couch,,
1/6/18,3510,BUFFAT MILL RD,x,,,bags,,
1/6/18,3610,SEVIER HEIGHTS RD,,x,,,,
1/6/18,3710,TIMBER CIR,,x,,,,
1/6/18,3809,DANCE AVE,,x,,,,
1/6/18,3858,SEQUOYAH AVE,,x ,,,,
1/6/18,3927,OAKLAND DR,,x,,A&B,,
1/6/18,4016,ACORN DR,,x ,,,,
1/6/18,4106,FULTON DR,x,,,,,
1/6/18,4137,MASCARENE RD,x,,,refrigerator at curb ,,
1/6/18,4210,VAN DYKE DR,x ,,,,,
1/6/18,4266,HOLLOWAY DR,,x,,,,
1/6/18,4311,FOUNTAIN DR,,x ,,,,
1/6/18,4346,LARIGO DR,,x,,,,
1/6/18,4412,MASCARENE RD,x,,,loose trash ,,
1/6/18,4504,PLYMOUTH DR,x ,,,,,
1/6/18,4600,HICKORY VIEW CIR,,x,,,,
1/6/18,4622,SULLIVAN RD,x,,,,,
1/6/18,4717,LONAS DR,,x,,,,
1/6/18,4810,HOLSTON DR,,x,,,,
1/6/18,4908,MALTA RD,,x,,,,
1/6/18,5001,HOLSTON DR,,x,,,,
1/6/18,5028,SUNRAY LN,x,,,,,
1/6/18,5118,EVELYN DR,x,,,,,
1/6/18,5212,COMANCHE DR,,x,,,,
1/6/18,5304,CONWAY CIR,,x ,,,,
1/6/18,5334 ,LAVESTA RD,,x,,,,
1/6/18,5412,SHENANDOAH DR,,x,,,,
1/6/18,5501,KENBROOK LN,x,,,,,
1/6/18,5516,WASSMAN RD,,x,,,,
1/6/18,5609,MARILYN DR,,x,,,,
1/6/18,5659,SUMMITRIDGE LN,,x,,,,
1/6/18,5712,BOONES CREEK LN,,x,,,,
1/6/18,5804,SEVIERVILLE PK,,x,,,,
1/6/18,5836,OUTER DR,,x,,,,
1/6/18,5916,GROVE PARK RD,,x,,,,
1/6/18,5982,WESTMERE DR,,x,,,,
1/6/18,6024,MEDLIN HEIGHTS RD,,x,,,,
1/6/18,6117,BILL MURRAY LN,,x,,,,
1/6/18,6305,ELLESMERE DR,,x,,,,
1/6/18,6512,DEANE HILL DR,x,,,,,
1/6/18,6705,CHIMNEY SWEEP DR,,x,,,,
1/6/18,6842,DORCHESTER DR,,x,,,,
1/6/18,7014,BRICKTON WAY,,,x,,,
1/6/18,7115,LAWFORD RD,,,x,,,
1/6/18,7227,ASHBURTON DR,,x,,,,
1/6/18,7344,MISTY MEADOW PL,,x,,,,
1/6/18,7524,LUSCOMBE DR,,x,,,,
1/6/18,7719,VILLAGE DR,,x,,,,
1/6/18,7914,GLEASON DR,,X,,,,
1/6/18,8031,PEPPERDINE WAY,,x,,,,
1/6/18,8301,CORTELAND DR,,x,,,,
1/6/18,2507 - D,MINERAL SPRINGS AVE,,x,,,,
1/7/18,100,AVALON TRL,,x,,,,
1/7/18,113,LAKE FOREST CIR,,x,,,,
1/7/18,125,N CRUZE ST,,x,,,,
1/7/18,201,E BAXTER AVE, , ,,,,
1/7/18,208,GLENHAVEN RD,,x,,,,
1/7/18,216,OAKLAND ST,x,,,,,
1/7/18,227,E OKLAHOMA AVE,,,,,,
1/7/18,301,BONA RD,,x,,,,
1/7/18,309,KENNON RD,,x,,,,
1/7/18,317,HIGGINS AVE,,x,,,,
1/7/18,366,NASH RD,,x,,,,
1/7/18,409,CIRCLE HILL DR,,,,,,
1/7/18,421,W FORD VALLEY RD,x, ,,,,
1/7/18,452,CIRCLE HILL DR,x,,,,,
1/7/18,507,HEMING WAY,x,,,,,
1/7/18,520,CHEROKEE BLVD,,x,,,,
1/7/18,601,CEDAR LN,,x,,,,
1/7/18,615,TEDLO LN,,x,,,,
1/7/18,701,HIAWASSEE AVE,,x,,,,
1/7/18,712,ATLANTIC AVE,x,,,,,
1/7/18,725,GARDEN VILLA WAY,,x,,blocked car,,
1/7/18,801,EDWARDS DR,,,,,,
1/7/18,812,BYRD AVE,,x,,,,
1/7/18,842,FREEMASON ST,x,,,,,
1/7/18,910,MINNESOTA AVE,x,,,toter empty trash on ground,,
1/7/18,929,MICRO WAY,x,,,,,
1/7/18,1004,SEVIER AVE ,,,,,,
1/7/18,1017,COX ST,,x,,,,
1/7/18,1041,OVERTON PL,,x,,,,
1/7/18,1108,MONTVIEW RD,x,,,,,
1/7/18,1120,KENYON ST,x,,,,,
1/7/18,1200,BLUEBIRD DR,,x,,,,
1/7/18,1213,HIGHLAND DR,,x,,,,
1/7/18,1248,BORUFF ST,,x,,,,
1/7/18,1310,CHERRY TREE LN,,x,,,,
1/7/18,1326,N BRISCOE CIR,x,,,,,
1/7/18,1409,GRAINGER AVE,,x,,,,
1/7/18,1427,MARCONI DR,x,,,,,
1/7/18,1512,CEDAR LN,,,,carpet not cut and tied ,,
1/7/18,1538,LOUISIANA AVE,,x,,,,
1/7/18,1613,MOSES AVE,,x,,,,
1/7/18,1636,EDGEWOOD AVE,x ,,,,,
1/7/18,1708,EDGEWOOD AVE ,x ,,,,,
1/7/18,1721,JEFFERSON AVE,,x,,,,
1/7/18,1801,LAURANS AVE,,x,,,,
1/7/18,1832,MARTIN LUTHER KING JR AVE,,x,,,,
1/7/18,1910,EARL AVE,,x,,,,
1/7/18,1929,OHIO AVE,x,,,extra and over sized box spring,,
1/7/18,2005,EMORILAND BLVD,,x ,,,,
1/7/18,2020,COKER AVE,x ,,,boxes ,,
1/7/18,2100,MANNASSAS LN,,x ,,,,
1/7/18,2115,PAIGE ST,,x ,,,,
1/7/18,2151,HILLSBORO HTS,,x ,,,,
1/7/18,2213,HIGHLAND DR ,,x,,,,
1/7/18,2237,KNOLLCREST LN,x ,,,trash on ground ,,
1/7/18,2307,WHITTLE SPRINGS RD,,x ,,,,
1/7/18,2321,CHUKAR RD,,x ,,,,
1/7/18,2401,CHILLICOTHE ST,,x,,,,
1/7/18,2421,E FIFTH AVE,,x,,,,
1/7/18,2460 ,BRIERBROOK LN ,,x,,,,
1/7/18,2517,CEDAR LN,,x,,,,
1/7/18,2600,MARSHALL ST,,x,,,,
1/7/18,2627,KEYSTONE AVE,,x ,,,,
1/7/18,2714,HENEGAR ST,,,,needs new cart ,,
1/7/18,2807,BUFFAT MILL RD,,x ,,,,
1/7/18,2837,GASTON AVE,x ,,,,,
1/7/18,2912,LARGE OAK LN,x,,,,,
1/7/18,2940,E INSKIP DR,x ,,,sofa set ,,
1/7/18,3023,FOUNTAIN PARK BLVD,,,,sofa ,,
1/7/18,3106,DAVENPORT RD,,x ,,,,
1/7/18,3119,MARION DR,,x,,,,
1/7/18,3203,LAUREL VIEW RD,,x,,,,
1/7/18,3224,GARDEN DR,,,x ,,,
1/7/18,3311,FOUNTAIN PARK BLVD,x,,,boxes ,,
1/7/18,3351,LAKE VIEW DR,,x,,,,
1/7/18,3420,South Haven Rd,,,,blocked by car,,
1/7/18,3510,COLCHESTER CT,x,,,boxes,,
1/7/18,3610,SOUTH HAVEN RD,,x,,,,
1/7/18,3710,WASHINGTON PIKE,,,,not out @ 12:18,,
1/7/18,3809,ESSARY DR ,,x ,,,,
1/7/18,3858,SPEEDWAY CIR,,x,,,,
1/7/18,3927,VALLEY VIEW DR,,x ,,,,
1/7/18,4016,AUDUBON DR,,x ,,unit A & B,,
1/7/18,4107,FULTON DR,,x,,,,
1/7/18,4138,JOMANDOWA DR,,x ,,,,
1/7/18,4210,WALROCK LN,x ,,,,,
1/7/18,4266,HOLLOWAY DR,,x,,,,
1/7/18,4311,IMMANUEL ST,,x ,,,,
1/7/18,4347,FOUNTAIN PARK BLVD,,x,,,,
1/7/18,4412,MCDONALD DR,,x,,,,
1/7/18,4504,ROBINDALE RD,,x,,,,
1/7/18,4600,IVY BROOK WAY,,x,,,,
1/7/18,4622,CHAMBLISS AVE,,,x,,,
1/7/18,4717,NOCONA DR,,x,,,,
1/7/18,4810,MARTIN MILL PIKE,,x,,,,
1/7/18,4908,MANDALAY RD,,x,,,,
1/7/18,5001,KNOXWOOD DR,,x,,,,
1/7/18,5028,WHITE PETAL WAY,,x,,,,
1/7/18,5118,LONAS DR,x,,,2 mattress and boxspring ,,
1/7/18,5212,CRESTWOOD DR,,x,,,,
1/7/18,5304,EAST SUNSET RD,,x,,,,
1/7/18,5334 ,LAVESTA RD,,x,,,,
1/7/18,5412,STONEOAK LN,,x,,,,
1/7/18,5501,LAKE SHORE DR,x,,,,,
1/7/18,5516,CREEKHEAD DR,,x,,,,
1/7/18,5609,MELSTONE RD,,x,,,,
1/7/18,5659,MATLOCK DR,,x,,,,
1/7/18,5712,FREDONIA RD,,,x,tagged 2 times,,
1/7/18,5804,SHELLEY DR,,x,,,,
1/7/18,5837,ELDRIDGE RD,,x,,,,
1/7/18,5916,HOLSTON HILLS RD,,x,,,,
1/7/18,5983,ROUND HILL LN,,x,,,,
1/7/18,6024,MOORE RD,,x,,,,
1/7/18,6117,GLENMAY DR,,x,,,,
1/7/18,6306,SHREWSBURY DR,x,,,sleeper sofa ,,
1/7/18,6513,HUNTERS GLEN DR,x,,,,,
1/7/18,6705,CREEKHEAD DR,,x,,,,
1/7/18,6843,DORCHESTER DR,,x,,,,
1/7/18,7014,DOWNING DR,,x,,,,
1/7/18,7115,S NORTHSHORE DR,,x,,,,
1/7/18,7227,IRON DUKE WAY,x,,,,,
1/7/18,7344,TOXAWAY DR,,x,,,,
1/7/18,7525,DEANE HILL DR,,x,,,,
1/7/18,7720,LUXMORE DR,,,x,,,
1/7/18,7914,GLEASON DR,,X,,,,
1/7/18,8032,HAYDEN DR,,,x,,,
1/7/18,8301,ALEXANDER CAVET DR,,x,,,,
1/7/18,2507 - D,MINERAL SPRINGS AVE,,x,,,,
1/8/18,100,BONA RD,,x,,,,
1/8/18,113,LAKE VIEW DR,,x,,,,
1/8/18,125,ROYAL HEIGHTS DR,,x,,,,
1/8/18,201,E BURWELL AVE,,X,,,,
1/8/18,208,GOLFCLUB RD,,x,,,,
1/8/18,216,S BERTRAND ST,,x,,,,
1/8/18,227,GREEN PINE AVE,,,,not sure on number,,
1/8/18,301,BRANDAU DR,,x,,,,
1/8/18,309,KINGSTON CT,x,,,,,
1/8/18,317,LYNNWOOD DR,,x,,,,
1/8/18,369,HIAWASSEE AVE,,x,,,,
1/8/18,409,DOUBLEHEAD LN,,x,,,,
1/8/18,421,WOODLAWN PIKE,x,,,,,
1/8/18,452,CHICKAMAUGA AVE,,x,,,,
1/8/18,507,HOLLYWOOD RD,,x,,,,
1/8/18,520,E CHURCHWELL AVE,,x,,,,
1/8/18,601,CENTEROAK DR,,x,,,,
1/8/18,615,VICTOR DR,,X,,,,
1/8/18,701,HICKMAN ST,,x,,,,
1/8/18,712,CENTEROAK DR,,x,,,,
1/8/18,725,GREENSBORO WAY,,x,,,,
1/8/18,801,ELEANOR ST,X,,,,,
1/8/18,812,E CHURCHWELL AVE,,x,,personal can,,
1/8/18,842,KLONDIKE WAY,,x,,,,
1/8/18,910,NAVAHO RD,x,,,,,
1/8/18,929,MILLINGTON PARK WAY,,x,,,,
1/8/18,1004,SEVIER AVE ,x,,,,,
1/8/18,1017,GLIDER AVE,,x,,,,
1/8/18,1041,PLEASANT KNOLL LN,,x,,dump truck in way,,
1/8/18,1108,ORCHID DR,,x,,,,
1/8/18,1120,KEOWEE AVE,x,,,,,
1/8/18,1200,BUENA RD,,x,,paint cans,,
1/8/18,1213,HOLSTON PARK RD,,x,,,,
1/8/18,1248,GRENOBLE DR,,x,,,,
1/8/18,1310,CLINCH AVE,,,,construction metarial ,,
1/8/18,1327,BEACON HILL LN,,x,,,,
1/8/18,1409,HANNAH AVE,,x,,,,
1/8/18,1427,MCMILLAN ST,,x,,,,
1/8/18,1512,COKER AVE,x ,,,2 toters ,,
1/8/18,1538,CLAIBORNE PL,,x,,,,
1/8/18,1613,SHIRLEY WAY,,,,2 pallets ,,
1/8/18,1636,LENLAND AVE,,,,boxes shelves ,,
1/8/18,1708,GILLESPIE AVE,x ,,,,,
1/8/18,1721,MAPLE DR ,,x,,,,
1/8/18,1801,LIBERTY ST,,x,,,,
1/8/18,1832,TILLERY SQUARE LN,,x,,,,
1/8/18,1910,FINE AVE,,x,,,,
1/8/18,1929,OHIO AVE,,x ,,,,
1/8/18,2005,HAROLD AVE,,x ,,,,
1/8/18,2020,FAIRMONT BLVD,,x ,,,,
1/8/18,2100,N PARK BLVD,x ,,,,,
1/8/18,2115,PARIS RD,,x ,,,,
1/8/18,2151,HILLSBORO HTS,x ,,,trash on ground ,,
1/8/18,2213,ISLAND HOME AVE,x,,,,,
1/8/18,2237,LUCADO WAY,,x ,,,,
1/8/18,2307,WOODS END DR,,x ,,,,
1/8/18,2321,DILLON ST,,x,,,,
1/8/18,2401,CHIMNEY RIDGE RD,,x,,,,
1/8/18,2421,HIGHLAND DR ,,x,,,,
1/8/18,2461,BRIERBROOK LN,,x,,,,
1/8/18,2517,HAMMOND LN,,x,,,,
1/8/18,2600,MOCCASIN LN,,x,,,,
1/8/18,2627,MOSS CREEK RD,,x ,,,,
1/8/18,2715,BROOKWOOD RD,,,,needs new cart ,,
1/8/18,2807,EDONIA DR,x ,,,2 couches ,,
1/8/18,2837,GIBBS DR,x ,,,,,
1/8/18,2912,LOWE RD,,x ,,,,
1/8/18,2940,GASTON AVE,x ,,,ex city toter ,,
1/8/18,3024,DAVENPORT RD,,,,mattress ,,
1/8/18,3106,DOE WOOD LN,,x ,,,,
1/8/18,3119 ,ORCHARD AVE ,,x,,,,
1/8/18,3203,MISTY HILL WAY,,x,,,,
1/8/18,3224,KENILWORTH LN,,x ,,,,
1/8/18,3311,GILLENWATER DR,x,,,bags,,
1/8/18,3351,COFFMAN DR,,x,,,,
1/8/18,3420,SPRUCEWOOD RD,,x,,,,
1/8/18,3510,FEATHERS ST,x,,,boxes,,
1/8/18,3610,SPRUCEWOOD RD,,,,boxes,,
1/8/18,3710,WILLOW FALLS WAY,,x ,,,,
1/8/18,3809,FAIRMONT BLVD ,,x ,,,,
1/8/18,3858,DELLWOOD DR,,x,,,,
1/8/18,3927,WILANI RD,,x,,,,
1/8/18,4016,CLAIRMONT DR,,x,,,,
1/8/18,4107,LILAC AVE,x ,,,,,
1/8/18,4138,WALKER BLVD,,x,,,,
1/8/18,4210,ABERCORN RD,,x,,,,
1/8/18,4272,HOLLOWAY DR,,x,,,,
1/8/18,4311,KINGSTON PIKE   ,,x,,,,
1/8/18,4347,MARJORIE LN,,x,,,,
1/8/18,4412,MILDRED DR,,x,,,,
1/8/18,4504,SCARLETT CT,x ,,,,,
1/8/18,4600,MEADOW CT,,x,,,,
1/8/18,4622,MILDRED DR,,x,,,,
1/8/18,4717,SANTALA DR,,x,,,,
1/8/18,4810,BARBARA DR,,x,,,,
1/8/18,4908,MARTIN MILL PIKE,,x,,,,
1/8/18,5001,MORNINGSTAR LN,,x,,,,
1/8/18,5028,WOODGLEN DR,,x,,,,
1/8/18,5119,DEWINE CIR,x,,,pallets at curb ,,
1/8/18,5212,DAPHNE DR,,x,,,,
1/8/18,5304,FAWNWOOD RD,x ,,,,,
1/8/18,5335,AMHERST WOODS LN,,x,,,,
1/8/18,5412,TIFFANY RD,,x,,,,
1/8/18,5501,LANCE DR,,x,,,,
1/8/18,5516,CRESTWOOD RD,x,,,construction material,,
1/8/18,5609,NEUBERT SPRINGS RD,,x,,,,
1/8/18,5661,CROOKED PINE LN,,x,,,,
1/8/18,5712,JAMAICA LN,,x,,,,
1/8/18,5804,WINDTREE LN,,X,,,,
1/8/18,5837,OUTER DR,,x,,,,
1/8/18,5916 ,HOLSTON VIEW LN,,x,,,,
1/8/18,5983,WESTMERE DR,,x,,,,
1/8/18,6024,NOTTINGHAM RD,,x,,,,
1/8/18,6117,LONAS DR,,x,,,,
1/8/18,6306,TAMWORTH LN,x,,,cans of wet paint,,
1/8/18,6513,WESTSIDE DR,,x,,,,
1/8/18,6705,CRYSTAL COVE WAY,,x,,,,
1/8/18,6843,PEMMBROOKE SHIRE LN,,x,,,,
1/8/18,7014,LAWFORD RD,,x,,,,
1/8/18,7115,LAVENDER LN,,x,,,,
1/8/18,7228,DEANE HILL DR,,x,,,,
1/8/18,7344,WINCHESTER DR,,x,,,,
1/8/18,7525,LUSCOMBE DR,,x,,,,
1/8/18,7720,POCANNO RD,,,x,,,
1/8/18,7914,GLEASON DR,,X,,,,
1/8/18,8032,SABRE DR,,x,,,,
1/8/18,8301,CORTELAND DR,,x,,,,
1/8/18,2514 A,CEDAR LN,,,,blocked-problem stop,,
1/9/18,100,GREENBRIER DR,,x,,,,
1/9/18,113,LYNNVIEW DR,,x,,,,
1/9/18,125,S ANDES ST,,,,,,
1/9/18,201,E CALDWELL AVE,,X,,,,
1/9/18,208,GRATA RD,,x,,,,
1/9/18,216,S CASTLE ST,x,,,,,
1/9/18,227,HILLCREST DR,,,,,,
1/9/18,301,BURNS RD,x,,,,,
1/9/18,309,LINDY DR,x,,,,,
1/9/18,317,MAYFLOWER DR,,x,,,,
1/9/18,369,RIGGS AVE,,x,,,,
1/9/18,409,DURBIN DR,,x,,,,
1/9/18,421,ANTEELAH TRL,x,,,,,
1/9/18,452,CIRCLE HILL DR,,x,,,,
1/9/18,507,LAKE FOREST DR, ,,,,,
1/9/18,520,E COLUMBIA AVE,,x,,blocked by tree company,,
1/9/18,601,CHEOWA CIR,x,,,,,
1/9/18,615,VIEW PARK DR,X, ,,,,
1/9/18,701,HIGH POINT WAY,,x,,,,
1/9/18,712,CESSNA RD,,x,,,,
